	value
23929	Security: societal
23930	Tradition
23931	Conformity: rules
23932	Conformity: interpersonal
23933	Humility
23934	Benevolence: caring
23935	Benevolence: dependability
23936	Universalism: concern
23937	Universalism: nature
23938	Universalism: tolerance
23939	Universalism: objectivity
23940	Self-direction: thought
23941	Self-direction: action
23942	Stimulation
23943	Hedonism
23944	Achievement
23945	Power: dominance
23946	Power: resources
23947	Face
23948	Security: personal
23949	Security: societal
23950	Tradition
23951	Conformity: rules
23952	Conformity: interpersonal
23953	Humility
23954	Benevolence: caring
23955	Benevolence: dependability
23956	Universalism: concern
23957	Universalism: nature
23958	Universalism: tolerance
23959	Universalism: objectivity
23960	Self-direction: thought
23961	Self-direction: action
23962	Stimulation
23963	Hedonism
23964	Achievement
23965	Power: dominance
23966	Power: resources
23967	Face
23968	Security: personal
23969	Security: societal
23970	Tradition
23971	Conformity: rules
23972	Conformity: interpersonal
23973	Humility
23974	Benevolence: caring
23975	Benevolence: dependability
23976	Universalism: concern
23977	Universalism: nature
23978	Universalism: tolerance
23979	Universalism: objectivity
23980	Self-direction: thought
23981	Self-direction: action
23982	Stimulation
23983	Hedonism
23984	Achievement
23985	Power: dominance
23986	Power: resources
23987	Face
23988	Security: personal
23989	Security: societal
23990	Tradition
23991	Conformity: rules
23992	Conformity: interpersonal
23993	Humility
23994	Benevolence: caring
23995	Benevolence: dependability
23996	Universalism: concern
23997	Universalism: nature
23998	Universalism: tolerance
23999	Universalism: objectivity
24000	Self-direction: thought
24001	Self-direction: action
24002	Stimulation
24003	Hedonism
24004	Achievement
24005	Power: dominance
24006	Power: resources
24007	Face
24008	Security: personal
24009	Security: societal
24010	Tradition
24011	Conformity: rules
24012	Conformity: interpersonal
24013	Humility
24014	Benevolence: caring
24015	Benevolence: dependability
24016	Universalism: concern
24017	Universalism: nature
24018	Universalism: tolerance
24019	Universalism: objectivity
24020	Self-direction: thought
24021	Self-direction: action
24022	Stimulation
24023	Hedonism
24024	Achievement
24025	Power: dominance
24026	Power: resources
24027	Face
24028	Security: personal
24029	Security: societal
24030	Tradition
24031	Conformity: rules
24032	Conformity: interpersonal
24033	Humility
24034	Benevolence: caring
24035	Benevolence: dependability
24036	Universalism: concern
24037	Universalism: nature
24038	Universalism: tolerance
24039	Universalism: objectivity
24040	Self-direction: thought
24041	Self-direction: action
24042	Stimulation
24043	Hedonism
24044	Achievement
24045	Power: dominance
24046	Power: resources
24047	Face
24048	Security: personal
24049	Security: societal
24050	Tradition
24051	Conformity: rules
24052	Conformity: interpersonal
24053	Humility
24054	Benevolence: caring
24055	Benevolence: dependability
24056	Universalism: concern
24057	Universalism: nature
24058	Universalism: tolerance
24059	Universalism: objectivity
24060	Self-direction: thought
24061	Self-direction: action
24062	Stimulation
24063	Hedonism
24064	Achievement
24065	Power: dominance
24066	Power: resources
24067	Face
24068	Security: personal
24069	Security: societal
24070	Tradition
24071	Conformity: rules
24072	Conformity: interpersonal
24073	Humility
24074	Benevolence: caring
24075	Benevolence: dependability
24076	Universalism: concern
24077	Universalism: nature
24078	Universalism: tolerance
24079	Universalism: objectivity
24080	Self-direction: thought
24081	Self-direction: action
24082	Stimulation
24083	Hedonism
24084	Achievement
24085	Power: dominance
24086	Power: resources
24087	Face
24088	Security: personal
24089	Security: societal
24090	Tradition
24091	Conformity: rules
24092	Conformity: interpersonal
24093	Humility
24094	Benevolence: caring
24095	Benevolence: dependability
24096	Universalism: concern
24097	Universalism: nature
24098	Universalism: tolerance
24099	Universalism: objectivity
24100	Self-direction: thought
24101	Self-direction: action
24102	Stimulation
24103	Hedonism
24104	Achievement
24105	Power: dominance
24106	Power: resources
24107	Face
24108	Security: personal
24109	Security: societal
24110	Tradition
24111	Conformity: rules
24112	Conformity: interpersonal
24113	Humility
24114	Benevolence: caring
24115	Benevolence: dependability
24116	Universalism: concern
24117	Universalism: nature
24118	Universalism: tolerance
24119	Universalism: objectivity
24120	Self-direction: thought
24121	Self-direction: action
24122	Stimulation
24123	Hedonism
24124	Achievement
24125	Power: dominance
24126	Power: resources
24127	Face
24128	Security: personal
24129	Security: societal
24130	Tradition
24131	Conformity: rules
24132	Conformity: interpersonal
24133	Humility
24134	Benevolence: caring
24135	Benevolence: dependability
24136	Universalism: concern
24137	Universalism: nature
24138	Universalism: tolerance
24139	Universalism: objectivity
24140	Self-direction: thought
24141	Self-direction: action
24142	Stimulation
24143	Hedonism
24144	Achievement
24145	Power: dominance
24146	Power: resources
24147	Face
24148	Security: personal
24149	Security: societal
24150	Tradition
24151	Conformity: rules
24152	Conformity: interpersonal
24153	Humility
24154	Benevolence: caring
24155	Benevolence: dependability
24156	Universalism: concern
24157	Universalism: nature
24158	Universalism: tolerance
24159	Universalism: objectivity
24160	Self-direction: thought
24161	Self-direction: action
24162	Stimulation
24163	Hedonism
24164	Achievement
24165	Power: dominance
24166	Power: resources
24167	Face
24168	Security: personal
24169	Security: societal
24170	Tradition
24171	Conformity: rules
24172	Conformity: interpersonal
24173	Humility
24174	Benevolence: caring
24175	Benevolence: dependability
24176	Universalism: concern
24177	Universalism: nature
24178	Universalism: tolerance
24179	Universalism: objectivity
24180	Self-direction: thought
24181	Self-direction: action
24182	Stimulation
24183	Hedonism
24184	Achievement
24185	Power: dominance
24186	Power: resources
24187	Face
24188	Security: personal
24189	Security: societal
24190	Tradition
24191	Conformity: rules
24192	Conformity: interpersonal
24193	Humility
24194	Benevolence: caring
24195	Benevolence: dependability
24196	Universalism: concern
24197	Universalism: nature
24198	Universalism: tolerance
24199	Universalism: objectivity
24200	Self-direction: thought
24201	Self-direction: action
24202	Stimulation
24203	Hedonism
24204	Achievement
24205	Power: dominance
24206	Power: resources
24207	Face
24208	Security: personal
24209	Security: societal
24210	Tradition
24211	Conformity: rules
24212	Conformity: interpersonal
24213	Humility
24214	Benevolence: caring
24215	Benevolence: dependability
24216	Universalism: concern
24217	Universalism: nature
24218	Universalism: tolerance
24219	Universalism: objectivity
24220	Self-direction: thought
24221	Self-direction: action
24222	Stimulation
24223	Hedonism
24224	Achievement
24225	Power: dominance
24226	Power: resources
24227	Face
24228	Security: personal
24229	Security: societal
24230	Tradition
24231	Conformity: rules
24232	Conformity: interpersonal
24233	Humility
24234	Benevolence: caring
24235	Benevolence: dependability
24236	Universalism: concern
24237	Universalism: nature
24238	Universalism: tolerance
24239	Universalism: objectivity
24240	Self-direction: thought
24241	Self-direction: action
24242	Stimulation
24243	Hedonism
24244	Achievement
24245	Power: dominance
24246	Power: resources
24247	Face
24248	Security: personal
24249	Security: societal
24250	Tradition
24251	Conformity: rules
24252	Conformity: interpersonal
24253	Humility
24254	Benevolence: caring
24255	Benevolence: dependability
24256	Universalism: concern
24257	Universalism: nature
24258	Universalism: tolerance
24259	Universalism: objectivity
24260	Self-direction: thought
24261	Self-direction: action
24262	Stimulation
24263	Hedonism
24264	Achievement
24265	Power: dominance
24266	Power: resources
24267	Face
24268	Security: personal
24269	Security: societal
24270	Tradition
24271	Conformity: rules
24272	Conformity: interpersonal
24273	Humility
24274	Benevolence: caring
24275	Benevolence: dependability
24276	Universalism: concern
24277	Universalism: nature
24278	Universalism: tolerance
24279	Universalism: objectivity
24280	Self-direction: thought
24281	Self-direction: action
24282	Stimulation
24283	Hedonism
24284	Achievement
24285	Power: dominance
24286	Power: resources
24287	Face
24288	Security: personal
24289	Security: societal
24290	Tradition
24291	Conformity: rules
24292	Conformity: interpersonal
24293	Humility
24294	Benevolence: caring
24295	Benevolence: dependability
24296	Universalism: concern
24297	Universalism: nature
24298	Universalism: tolerance
24299	Universalism: objectivity
24300	Self-direction: thought
24301	Self-direction: action
24302	Stimulation
24303	Hedonism
24304	Achievement
24305	Power: dominance
24306	Power: resources
24307	Face
24308	Security: personal
24309	Security: societal
24310	Tradition
24311	Conformity: rules
24312	Conformity: interpersonal
24313	Humility
24314	Benevolence: caring
24315	Benevolence: dependability
24316	Universalism: concern
24317	Universalism: nature
24318	Universalism: tolerance
24319	Universalism: objectivity
24320	Self-direction: thought
24321	Self-direction: action
24322	Stimulation
24323	Hedonism
24324	Achievement
24325	Power: dominance
24326	Power: resources
24327	Face
24328	Security: personal
24329	Security: societal
24330	Tradition
24331	Conformity: rules
24332	Conformity: interpersonal
24333	Humility
24334	Benevolence: caring
24335	Benevolence: dependability
24336	Universalism: concern
24337	Universalism: nature
24338	Universalism: tolerance
24339	Universalism: objectivity
24340	Self-direction: thought
24341	Self-direction: action
24342	Stimulation
24343	Hedonism
24344	Achievement
24345	Power: dominance
24346	Power: resources
24347	Face
24348	Security: personal
24349	Security: societal
24350	Tradition
24351	Conformity: rules
24352	Conformity: interpersonal
24353	Humility
24354	Benevolence: caring
24355	Benevolence: dependability
24356	Universalism: concern
24357	Universalism: nature
24358	Universalism: tolerance
24359	Universalism: objectivity
24360	Self-direction: thought
24361	Self-direction: action
24362	Stimulation
24363	Hedonism
24364	Achievement
24365	Power: dominance
24366	Power: resources
24367	Face
24368	Security: personal
24369	Security: societal
24370	Tradition
24371	Conformity: rules
24372	Conformity: interpersonal
24373	Humility
24374	Benevolence: caring
24375	Benevolence: dependability
24376	Universalism: concern
24377	Universalism: nature
24378	Universalism: tolerance
24379	Universalism: objectivity
24380	Self-direction: thought
24381	Self-direction: action
24382	Stimulation
24383	Hedonism
24384	Achievement
24385	Power: dominance
24386	Power: resources
24387	Face
24388	Security: personal
24389	Security: societal
24390	Tradition
24391	Conformity: rules
24392	Conformity: interpersonal
24393	Humility
24394	Benevolence: caring
24395	Benevolence: dependability
24396	Universalism: concern
24397	Universalism: nature
24398	Universalism: tolerance
24399	Universalism: objectivity
24400	Self-direction: thought
24401	Self-direction: action
24402	Stimulation
24403	Hedonism
24404	Achievement
24405	Power: dominance
24406	Power: resources
24407	Face
24408	Security: personal
24409	Security: societal
24410	Tradition
24411	Conformity: rules
24412	Conformity: interpersonal
24413	Humility
24414	Benevolence: caring
24415	Benevolence: dependability
24416	Universalism: concern
24417	Universalism: nature
24418	Universalism: tolerance
24419	Universalism: objectivity
24420	Self-direction: thought
24421	Self-direction: action
24422	Stimulation
24423	Hedonism
24424	Achievement
24425	Power: dominance
24426	Power: resources
24427	Face
24428	Security: personal
24429	Security: societal
24430	Tradition
24431	Conformity: rules
24432	Conformity: interpersonal
24433	Humility
24434	Benevolence: caring
24435	Benevolence: dependability
24436	Universalism: concern
24437	Universalism: nature
24438	Universalism: tolerance
